#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2010,6,28,7,0,280,6.7,7.7,99,99,99,999,9999,24.6,999,999,99,99
2010,6,28,8,0,280,7.2,8.8,99,99,99,999,9999,23.7,999,999,99,99
2010,6,28,9,0,280,6.7,7.7,99,99,99,999,9999,23,999,999,99,99
2010,6,28,10,0,270,6.7,8.2,99,99,99,999,9999,22.5,999,999,99,99
2010,6,28,11,0,270,7.7,8.2,99,99,99,999,9999,22,999,999,99,99
2010,6,28,12,0,270,8.2,9.3,99,99,99,999,9999,22.2,999,999,99,99
2010,6,28,13,0,290,7.7,9.3,99,99,99,999,9999,22.7,999,999,99,99
2010,6,28,14,0,300,6.2,8.2,99,99,99,999,9999,23.2,999,999,99,99
2010,6,28,15,0,290,9.8,13.9,99,99,99,999,9999,24.3,999,999,99,99
2010,6,28,16,0,300,10.8,12.9,99,99,99,999,9999,24.6,999,999,99,99
2010,6,28,17,0,290,8.8,10.8,99,99,99,999,9999,25,999,999,99,99
2010,6,28,18,0,290,7.2,9.3,99,99,99,999,9999,25.1,999,999,99,99
2010,6,28,19,0,300,7.7,9.3,99,99,99,999,9999,24.9,999,999,99,99
2010,6,28,20,0,290,9.3,11.8,99,99,99,999,9999,25.6,999,999,99,99
2010,6,28,21,15,320,5.1,6.2,99,99,99,999,9999,23.9,999,999,99,99
2010,6,28,22,0,310,5.1,7.2,99,99,99,999,9999,24.2,999,999,99,99
2010,6,28,23,0,330,4.6,5.1,99,99,99,999,9999,23.4,999,999,99,99
2010,6,29,0,0,350,6.7,7.2,99,99,99,999,9999,22.3,999,999,99,99
2010,6,29,1,0,350,7.2,9.3,99,99,99,999,9999,21.6,999,999,99,99
2010,6,29,2,0,10,10.3,11.8,99,99,99,999,9999,19.9,999,999,99,99
2010,6,29,3,0,10,9.3,10.8,99,99,99,999,9999,19,999,999,99,99
2010,6,29,4,0,10,8.8,9.8,99,99,99,999,9999,18.7,999,999,99,99
2010,6,29,5,0,10,7.2,8.2,99,99,99,999,9999,18.9,999,999,99,99
2010,6,29,6,0,10,6.2,7.2,99,99,99,999,9999,19.1,999,999,99,99
2010,6,29,7,0,10,6.7,7.2,99,99,99,999,9999,18.6,999,999,99,99
2010,6,29,8,0,10,6.7,7.7,99,99,99,999,9999,18.7,999,999,99,99
2010,6,29,9,0,20,7.2,8.2,99,99,99,999,9999,18.9,999,999,99,99
2010,6,29,10,0,30,4.6,5.7,99,99,99,999,9999,19,999,999,99,99
2010,6,29,11,0,20,4.1,4.6,99,99,99,999,9999,19,999,999,99,99
2010,6,29,12,0,10,4.1,5.1,99,99,99,999,9999,19.1,999,999,99,99
2010,6,29,13,0,340,2.6,3.1,99,99,99,999,9999,18.9,999,999,99,99
2010,6,29,14,0,350,3.6,4.1,99,99,99,999,9999,18.8,999,999,99,99
2010,6,29,15,0,360,3.6,4.6,99,99,99,999,9999,18.5,999,999,99,99
2010,6,29,16,0,10,4.1,4.6,99,99,99,999,9999,18.7,999,999,99,99
2010,6,29,17,0,30,5.1,5.7,99,99,99,999,9999,18.6,999,999,99,99
2010,6,29,18,0,50,5.7,6.2,99,99,99,999,9999,18.6,999,999,99,99
2010,6,29,19,0,40,5.1,5.7,99,99,99,999,9999,18.3,999,999,99,99
2010,6,29,20,0,20,6.2,7.7,99,99,99,999,9999,18,999,999,99,99
2010,6,29,21,0,40,6.2,7.2,99,99,99,999,9999,18.1,999,999,99,99
2010,6,29,22,0,50,6.2,7.2,99,99,99,999,9999,18,999,999,99,99
2010,6,29,23,0,50,6.7,8.2,99,99,99,999,9999,18,999,999,99,99
2010,6,30,0,0,40,5.1,6.7,99,99,99,999,9999,17.9,999,999,99,99
2010,6,30,1,0,50,4.1,5.7,99,99,99,999,9999,18.1,999,999,99,99
2010,6,30,2,0,70,3.6,4.6,99,99,99,999,9999,17.9,999,999,99,99
2010,6,30,3,0,50,3.6,4.6,99,99,99,999,9999,17.9,999,999,99,99
2010,6,30,4,0,50,3.6,4.6,99,99,99,999,9999,17.8,999,999,99,99
2010,6,30,5,0,50,2.6,3.1,99,99,99,999,9999,17.8,999,999,99,99
2010,6,30,6,0,100,2.1,3.1,99,99,99,999,9999,17.8,999,999,99,99
2010,6,30,7,0,150,3.1,3.6,99,99,99,999,9999,17.8,999,999,99,99
2010,6,30,8,0,180,1,2.1,99,99,99,999,9999,17.9,999,999,99,99
2010,6,30,9,0,240,1,2.6,99,99,99,999,9999,17.9,999,999,99,99
2010,6,30,10,0,280,2.6,3.1,99,99,99,999,9999,17.7,999,999,99,99
2010,6,30,11,0,280,3.1,3.6,99,99,99,999,9999,17.5,999,999,99,99
2010,6,30,12,0,330,2.6,3.1,99,99,99,999,9999,17.6,999,999,99,99
2010,6,30,13,0,320,2.6,3.6,99,99,99,999,9999,17.7,999,999,99,99
2010,6,30,14,0,340,1.5,2.6,99,99,99,999,9999,18,999,999,99,99
2010,6,30,15,0,360,1.5,2.1,99,99,99,999,9999,18.7,999,999,99,99
2010,6,30,16,0,50,2.1,2.6,99,99,99,999,9999,18.9,999,999,99,99
2010,6,30,17,0,50,2.1,3.1,99,99,99,999,9999,18.9,999,999,99,99
2010,6,30,18,0,20,6.7,7.7,99,99,99,999,9999,18,999,999,99,99
2010,6,30,19,0,10,6.7,8.2,99,99,99,999,9999,18,999,999,99,99
2010,6,30,20,0,20,7.7,8.8,99,99,99,999,9999,17.8,999,999,99,99
2010,6,30,21,0,20,7.7,8.8,99,99,99,999,9999,18,999,999,99,99
2010,6,30,22,0,40,7.2,8.2,99,99,99,999,9999,18.1,999,999,99,99
2010,6,30,23,0,40,7.7,9.8,99,99,99,999,9999,18.1,999,999,99,99
2010,7,1,0,0,70,6.7,8.2,99,99,99,999,9999,18.4,999,999,99,99
2010,7,1,1,0,60,5.7,7.2,99,99,99,999,9999,18.9,999,999,99,99
2010,7,1,2,0,60,6.2,8.2,99,99,99,999,9999,18.7,999,999,99,99
2010,7,1,3,0,70,5.1,6.2,99,99,99,999,9999,18.7,999,999,99,99
2010,7,1,4,0,60,5.1,6.2,99,99,99,999,9999,18.6,999,999,99,99
2010,7,1,5,0,60,5.1,6.2,99,99,99,999,9999,18.9,999,999,99,99
2010,7,1,6,0,80,4.6,5.7,99,99,99,999,9999,18.9,999,999,99,99
2010,7,1,7,0,90,4.1,5.7,99,99,99,999,9999,19,999,999,99,99
2010,7,1,8,0,90,3.1,4.1,99,99,99,999,9999,18.9,999,999,99,99
2010,7,1,9,0,70,3.1,3.6,99,99,99,999,9999,18.8,999,999,99,99
2010,7,1,10,0,60,3.6,4.1,99,99,99,999,9999,18.8,999,999,99,99
2010,7,1,11,0,70,4.1,5.1,99,99,99,999,9999,19.1,999,999,99,99
2010,7,1,12,0,70,4.6,5.1,99,99,99,999,9999,19.3,999,999,99,99
2010,7,1,13,0,80,5.1,6.7,99,99,99,999,9999,18.8,999,999,99,99
2010,7,1,14,0,90,5.1,6.2,99,99,99,999,9999,18.7,999,999,99,99
2010,7,1,15,0,90,5.7,7.2,99,99,99,999,9999,18.6,999,999,99,99
2010,7,1,16,0,90,4.1,5.1,99,99,99,999,9999,18.6,999,999,99,99
2010,7,1,17,0,90,3.1,3.6,99,99,99,999,9999,18.7,999,999,99,99
2010,7,1,18,0,90,3.6,4.1,99,99,99,999,9999,18.8,999,999,99,99
2010,7,1,19,0,90,3.6,4.1,99,99,99,999,9999,19.1,999,999,99,99
2010,7,1,20,0,100,3.1,3.6,99,99,99,999,9999,19.8,999,999,99,99
2010,7,1,21,0,120,2.6,3.1,99,99,99,999,9999,20.5,999,999,99,99
2010,7,1,22,0,60,1.5,2.1,99,99,99,999,9999,20.4,999,999,99,99
2010,7,1,23,0,20,2.1,2.6,99,99,99,999,9999,20.5,999,999,99,99
2010,7,2,0,0,10,2.1,2.6,99,99,99,999,9999,20.8,999,999,99,99
2010,7,2,1,0,20,2.1,2.6,99,99,99,999,9999,20.7,999,999,99,99
2010,7,2,2,0,60,2.6,3.1,99,99,99,999,9999,20.2,999,999,99,99
2010,7,2,3,0,70,3.1,3.6,99,99,99,999,9999,20.3,999,999,99,99
2010,7,2,4,0,80,3.6,4.1,99,99,99,999,9999,20.2,999,999,99,99
2010,7,2,5,0,90,4.1,4.6,99,99,99,999,9999,19.9,999,999,99,99
2010,7,2,6,0,100,4.6,4.6,99,99,99,999,9999,19.8,999,999,99,99
2010,7,2,7,0,130,4.1,4.6,99,99,99,999,9999,19.7,999,999,99,99
2010,7,2,8,0,130,4.6,5.7,99,99,99,999,9999,19.6,999,999,99,99
2010,7,2,9,0,150,4.1,5.1,99,99,99,999,9999,19.4,999,999,99,99
2010,7,2,10,0,180,4.6,5.1,99,99,99,999,9999,19.2,999,999,99,99
2010,7,2,11,0,180,4.1,5.1,99,99,99,999,9999,18.8,999,999,99,99
2010,7,2,12,0,180,5.7,6.7,99,99,99,999,9999,18.6,999,999,99,99
2010,7,2,13,0,180,4.6,5.1,99,99,99,999,9999,19.3,999,999,99,99
2010,7,2,14,0,160,4.6,5.7,99,99,99,999,9999,20.9,999,999,99,99
2010,7,2,15,0,150,4.1,5.7,99,99,99,999,9999,21.7,999,999,99,99
2010,7,2,16,0,140,5.1,6.7,99,99,99,999,9999,22.1,999,999,99,99
2010,7,2,17,0,130,6.7,7.2,99,99,99,999,9999,22.1,999,999,99,99
2010,7,2,18,0,130,8.2,8.8,99,99,99,999,9999,22.2,999,999,99,99
2010,7,2,19,15,130,7.7,8.8,99,99,99,999,9999,22.7,999,999,99,99
2010,7,2,20,0,130,8.8,9.3,99,99,99,999,9999,22.9,999,999,99,99
2010,7,2,21,0,130,8.2,8.8,99,99,99,999,9999,23.6,999,999,99,99
2010,7,2,22,0,130,8.2,9.3,99,99,99,999,9999,23.8,999,999,99,99
2010,7,2,23,0,140,7.2,7.7,99,99,99,999,9999,24.3,999,999,99,99
2010,7,3,0,0,150,6.2,7.2,99,99,99,999,9999,25.3,999,999,99,99
2010,7,3,1,0,160,6.7,7.2,99,99,99,999,9999,24.6,999,999,99,99
2010,7,3,2,0,170,6.2,7.2,99,99,99,999,9999,23.5,999,999,99,99
2010,7,3,3,0,170,7.7,8.2,99,99,99,999,9999,23.5,999,999,99,99
2010,7,3,4,0,170,7.2,7.7,99,99,99,999,9999,22.6,999,999,99,99
2010,7,3,5,0,180,6.7,7.7,99,99,99,999,9999,22.4,999,999,99,99
2010,7,3,6,0,170,8.2,9.3,99,99,99,999,9999,21.9,999,999,99,99
2010,7,3,7,0,180,5.7,7.2,99,99,99,999,9999,21.1,999,999,99,99
2010,7,3,8,0,180,8.2,8.8,99,99,99,999,9999,20.9,999,999,99,99
2010,7,3,9,0,180,7.2,7.7,99,99,99,999,9999,20.1,999,999,99,99
2010,7,3,10,0,180,7.2,8.2,99,99,99,999,9999,20,999,999,99,99
2010,7,3,11,0,190,7.2,8.8,99,99,99,999,9999,19.7,999,999,99,99
2010,7,3,12,0,180,7.2,7.7,99,99,99,999,9999,19.6,999,999,99,99
2010,7,3,13,0,170,5.7,6.7,99,99,99,999,9999,20.1,999,999,99,99
2010,7,3,14,0,170,6.2,6.7,99,99,99,999,9999,21.6,999,999,99,99
2010,7,3,15,0,190,7.7,9.3,99,99,99,999,9999,23.1,999,999,99,99
2010,7,3,16,0,170,6.7,7.2,99,99,99,999,9999,24,999,999,99,99
2010,7,3,17,0,140,4.1,5.1,99,99,99,999,9999,23.8,999,999,99,99
2010,7,3,18,0,140,5.1,5.7,99,99,99,999,9999,24.8,999,999,99,99
2010,7,3,19,0,150,6.7,7.7,99,99,99,999,9999,25.5,999,999,99,99
2010,7,3,20,0,160,5.7,7.2,99,99,99,999,9999,26.1,999,999,99,99
2010,7,3,21,0,170,6.7,7.7,99,99,99,999,9999,26.9,999,999,99,99
2010,7,3,22,0,190,6.7,8.2,99,99,99,999,9999,26.9,999,999,99,99
2010,7,3,23,0,180,7.7,8.8,99,99,99,999,9999,27.8,999,999,99,99
2010,7,4,0,0,190,6.7,8.2,99,99,99,999,9999,27.8,999,999,99,99
2010,7,4,1,0,180,6.2,7.7,99,99,99,999,9999,26.6,999,999,99,99
2010,7,4,2,0,180,7.2,8.2,99,99,99,999,9999,26.5,999,999,99,99
2010,7,4,3,0,180,8.2,8.8,99,99,99,999,9999,26,999,999,99,99
2010,7,4,4,0,190,7.2,8.2,99,99,99,999,9999,25.2,999,999,99,99
2010,7,4,5,0,210,6.7,7.7,99,99,99,999,9999,24.3,999,999,99,99
2010,7,4,6,0,200,7.2,7.2,99,99,99,999,9999,24.3,999,999,99,99
2010,7,4,7,0,190,6.2,6.7,99,99,99,999,9999,23.6,999,999,99,99
2010,7,4,8,0,180,7.2,7.7,99,99,99,999,9999,22.8,999,999,99,99
2010,7,4,9,0,200,8.8,9.8,99,99,99,999,9999,23.5,999,999,99,99
2010,7,4,10,0,200,8.2,9.8,99,99,99,999,9999,23.5,999,999,99,99
2010,7,4,11,0,190,7.7,8.8,99,99,99,999,9999,23.2,999,999,99,99
2010,7,4,12,0,200,8.2,10.8,99,99,99,999,9999,23.9,999,999,99,99
2010,7,4,13,0,200,7.7,9.3,99,99,99,999,9999,24.7,999,999,99,99
2010,7,4,14,0,200,6.2,6.7,99,99,99,999,9999,25.2,999,999,99,99
2010,7,4,15,0,200,6.7,8.2,99,99,99,999,9999,26.8,999,999,99,99
2010,7,4,16,0,210,8.8,11.3,99,99,99,999,9999,28.2,999,999,99,99
2010,7,4,17,0,210,8.2,10.8,99,99,99,999,9999,28.7,999,999,99,99
2010,7,4,18,0,210,12.9,17,99,99,99,999,9999,29.5,999,999,99,99
2010,7,4,19,0,230,8.8,12.9,99,99,99,999,9999,29.9,999,999,99,99
2010,7,4,20,0,240,8.8,11.3,99,99,99,999,9999,30.7,999,999,99,99
2010,7,4,21,0,220,7.7,9.8,99,99,99,999,9999,30.9,999,999,99,99
2010,7,4,22,0,200,11.8,14.9,99,99,99,999,9999,31,999,999,99,99
2010,7,4,23,0,210,8.2,9.3,99,99,99,999,9999,29.1,999,999,99,99
2010,7,5,0,0,210,8.8,11.8,99,99,99,999,9999,29.3,999,999,99,99
2010,7,5,1,0,210,7.7,10.3,99,99,99,999,9999,28.4,999,999,99,99
2010,7,5,2,0,210,8.8,10.3,99,99,99,999,9999,27.8,999,999,99,99
2010,7,5,3,0,200,6.2,7.7,99,99,99,999,9999,27.4,999,999,99,99
2010,7,5,4,0,210,9.3,11.3,99,99,99,999,9999,27.5,999,999,99,99
2010,7,5,5,0,200,9.3,10.3,99,99,99,999,9999,27.4,999,999,99,99
2010,7,5,6,0,190,8.8,9.8,99,99,99,999,9999,26.2,999,999,99,99
2010,7,5,7,0,200,10.8,12.9,99,99,99,999,9999,25.9,999,999,99,99
2010,7,5,8,0,200,9.3,11.8,99,99,99,999,9999,26.2,999,999,99,99
2010,7,5,9,0,200,9.8,11.3,99,99,99,999,9999,26,999,999,99,99
2010,7,5,10,0,200,8.2,9.8,99,99,99,999,9999,25.8,999,999,99,99
2010,7,5,11,0,200,8.2,9.3,99,99,99,999,9999,25.8,999,999,99,99
2010,7,5,12,0,190,10.3,12.4,99,99,99,999,9999,25.6,999,999,99,99
2010,7,5,13,0,200,10.3,12.4,99,99,99,999,9999,25.3,999,999,99,99
2010,7,5,14,0,200,10.8,12.4,99,99,99,999,9999,26.3,999,999,99,99
2010,7,5,15,0,210,11.8,14.4,99,99,99,999,9999,26.8,999,999,99,99
2010,7,5,16,0,200,14.4,17,99,99,99,999,9999,28.4,999,999,99,99
2010,7,5,17,0,200,12.4,16,99,99,99,999,9999,28.1,999,999,99,99
2010,7,5,18,0,190,14.9,16.5,99,99,99,999,9999,28.5,999,999,99,99
2010,7,5,19,0,190,14.4,16,99,99,99,999,9999,28.4,999,999,99,99
2010,7,5,20,0,190,13.4,16,99,99,99,999,9999,28.1,999,999,99,99
2010,7,5,21,0,190,14.4,17,99,99,99,999,9999,29.4,999,999,99,99
2010,7,5,22,0,170,11.3,12.9,99,99,99,999,9999,26,999,999,99,99
2010,7,5,23,0,180,12.9,13.9,99,99,99,999,9999,27.9,999,999,99,99
2010,7,6,0,0,180,11.8,13.9,99,99,99,999,9999,27.9,999,999,99,99
2010,7,6,1,0,180,11.8,12.9,99,99,99,999,9999,27.4,999,999,99,99
2010,7,6,2,15,170,11.3,11.8,99,99,99,999,9999,27.4,999,999,99,99
2010,7,6,3,0,180,11.8,12.4,99,99,99,999,9999,26.4,999,999,99,99
2010,7,6,4,0,180,10.8,11.8,99,99,99,999,9999,26.7,999,999,99,99
2010,7,6,5,0,180,10.3,11.3,99,99,99,999,9999,25.8,999,999,99,99
2010,7,6,6,0,190,10.8,12.4,99,99,99,999,9999,25.1,999,999,99,99
2010,7,6,7,0,190,8.8,10.3,99,99,99,999,9999,24.7,999,999,99,99
2010,7,6,8,0,190,8.8,10.8,99,99,99,999,9999,24,999,999,99,99
2010,7,6,9,0,190,9.8,10.3,99,99,99,999,9999,24.5,999,999,99,99
2010,7,6,10,0,190,10.8,12.4,99,99,99,999,9999,24.4,999,999,99,99
2010,7,6,11,0,190,10.8,12.4,99,99,99,999,9999,24.7,999,999,99,99
2010,7,6,12,0,200,11.3,12.9,99,99,99,999,9999,25,999,999,99,99
2010,7,6,13,0,210,9.8,12.4,99,99,99,999,9999,25.7,999,999,99,99
2010,7,6,14,0,210,8.8,11.8,99,99,99,999,9999,25.9,999,999,99,99
2010,7,6,15,0,200,7.2,9.3,99,99,99,999,9999,25.7,999,999,99,99
2010,7,6,16,0,220,6.7,8.2,99,99,99,999,9999,26.7,999,999,99,99
2010,7,6,17,0,200,5.7,6.7,99,99,99,999,9999,27.4,999,999,99,99
2010,7,6,18,0,180,7.2,7.7,99,99,99,999,9999,27.7,999,999,99,99
2010,7,6,19,0,200,6.7,8.2,99,99,99,999,9999,27.9,999,999,99,99
2010,7,6,20,0,200,6.7,8.2,99,99,99,999,9999,29.9,999,999,99,99
2010,7,6,21,0,210,4.1,5.7,99,99,99,999,9999,29.7,999,999,99,99
2010,7,6,22,0,260,4.6,6.2,99,99,99,999,9999,30.5,999,999,99,99
2010,7,6,23,0,130,4.6,5.7,99,99,99,999,9999,26.6,999,999,99,99
2010,7,7,0,0,340,6.2,10.8,99,99,99,999,9999,24.5,999,999,99,99
2010,7,7,1,0,260,2.1,3.6,99,99,99,999,9999,23.9,999,999,99,99
2010,7,7,2,0,50,2.1,2.6,99,99,99,999,9999,23.1,999,999,99,99
2010,7,7,3,0,190,4.1,4.6,99,99,99,999,9999,24.5,999,999,99,99
2010,7,7,4,0,170,4.6,5.1,99,99,99,999,9999,24.1,999,999,99,99
2010,7,7,5,0,150,5.1,5.7,99,99,99,999,9999,23.2,999,999,99,99
2010,7,7,6,0,190,4.6,5.1,99,99,99,999,9999,23.7,999,999,99,99
2010,7,7,7,0,190,4.1,4.6,99,99,99,999,9999,24.3,999,999,99,99
2010,7,7,8,0,190,3.6,4.1,99,99,99,999,9999,23.9,999,999,99,99
2010,7,7,9,0,260,0,1,99,99,99,999,9999,23.8,999,999,99,99
2010,7,7,10,0,190,3.6,4.1,99,99,99,999,9999,23.5,999,999,99,99
2010,7,7,11,0,180,3.1,3.6,99,99,99,999,9999,23.1,999,999,99,99
2010,7,7,12,0,170,1.5,3.1,99,99,99,999,9999,22.4,999,999,99,99
2010,7,7,13,0,160,4.6,5.7,99,99,99,999,9999,23.9,999,999,99,99
2010,7,7,14,0,130,4.6,5.1,99,99,99,999,9999,24.1,999,999,99,99
2010,7,7,15,0,120,3.6,4.6,99,99,99,999,9999,24,999,999,99,99
2010,7,7,16,0,150,5.1,6.2,99,99,99,999,9999,27.4,999,999,99,99
2010,7,7,17,0,130,4.1,5.1,99,99,99,999,9999,26.4,999,999,99,99
2010,7,7,18,0,110,4.6,5.1,99,99,99,999,9999,28.6,999,999,99,99
2010,7,7,19,0,110,7.2,7.7,99,99,99,999,9999,29.2,999,999,99,99
2010,7,7,20,0,110,7.7,8.8,99,99,99,999,9999,26.8,999,999,99,99
2010,7,7,21,0,110,7.7,8.8,99,99,99,999,9999,27.8,999,999,99,99
2010,7,7,22,0,110,8.8,9.3,99,99,99,999,9999,28.3,999,999,99,99
2010,7,7,23,0,240,3.1,4.1,99,99,99,999,9999,27.9,999,999,99,99
2010,7,8,0,0,30,9.3,10.3,99,99,99,999,9999,23.3,999,999,99,99
2010,7,8,1,0,350,2.1,2.6,99,99,99,999,9999,22.7,999,999,99,99
2010,7,8,2,0,0,0,0,99,99,99,999,9999,22.4,999,999,99,99
2010,7,8,3,0,70,0,1.5,99,99,99,999,9999,22.9,999,999,99,99
2010,7,8,4,0,160,3.1,3.6,99,99,99,999,9999,23,999,999,99,99
2010,7,8,5,0,170,4.1,4.1,99,99,99,999,9999,23,999,999,99,99
2010,7,8,6,0,220,2.1,2.6,99,99,99,999,9999,24.1,999,999,99,99
2010,7,8,7,0,280,3.6,4.1,99,99,99,999,9999,23.6,999,999,99,99
2010,7,8,8,0,290,3.1,3.6,99,99,99,999,9999,22.1,999,999,99,99
2010,7,8,9,0,280,0.5,1.5,99,99,99,999,9999,22.1,999,999,99,99
2010,7,8,10,0,0,0,0,99,99,99,999,9999,22.1,999,999,99,99
2010,7,8,11,0,130,2.1,2.6,99,99,99,999,9999,22.2,999,999,99,99
2010,7,8,12,0,130,5.1,5.7,99,99,99,999,9999,22.2,999,999,99,99
2010,7,8,13,0,170,3.1,3.6,99,99,99,999,9999,22.2,999,999,99,99
2010,7,8,14,0,140,3.1,4.1,99,99,99,999,9999,22.3,999,999,99,99
2010,7,8,15,0,150,2.6,3.1,99,99,99,999,9999,22.4,999,999,99,99
2010,7,8,16,0,120,1.5,2.1,99,99,99,999,9999,23.2,999,999,99,99
2010,7,8,17,0,110,2.6,3.1,99,99,99,999,9999,23.9,999,999,99,99
2010,7,8,18,0,70,2.6,3.1,99,99,99,999,9999,24,999,999,99,99
2010,7,8,19,0,40,3.1,3.6,99,99,99,999,9999,24.5,999,999,99,99
2010,7,8,20,0,60,3.1,4.1,99,99,99,999,9999,24.6,999,999,99,99
2010,7,8,21,0,70,3.1,3.6,99,99,99,999,9999,24.7,999,999,99,99
2010,7,8,22,0,100,3.1,3.6,99,99,99,999,9999,25.3,999,999,99,99
2010,7,8,23,0,100,4.1,5.1,99,99,99,999,9999,25,999,999,99,99
2010,7,9,0,0,130,3.1,3.6,99,99,99,999,9999,24.3,999,999,99,99
2010,7,9,1,0,70,0.5,1.5,99,99,99,999,9999,23.9,999,999,99,99
2010,7,9,2,0,190,2.1,2.6,99,99,99,999,9999,23.6,999,999,99,99
2010,7,9,3,0,200,2.6,2.6,99,99,99,999,9999,23.6,999,999,99,99
2010,7,9,4,0,200,1,2.1,99,99,99,999,9999,23.7,999,999,99,99
2010,7,9,5,0,310,2.1,2.6,99,99,99,999,9999,24.5,999,999,99,99
2010,7,9,6,0,320,3.1,3.6,99,99,99,999,9999,24.3,999,999,99,99
2010,7,9,7,0,300,4.1,4.1,99,99,99,999,9999,25,999,999,99,99
2010,7,9,8,0,300,3.6,3.6,99,99,99,999,9999,24.6,999,999,99,99
2010,7,9,9,0,320,6.7,7.7,99,99,99,999,9999,22.6,999,999,99,99
2010,7,9,10,0,330,6.2,7.2,99,99,99,999,9999,22.2,999,999,99,99
2010,7,9,11,0,330,6.7,7.2,99,99,99,999,9999,22.1,999,999,99,99
2010,7,9,12,0,330,5.7,6.2,99,99,99,999,9999,22.1,999,999,99,99
2010,7,9,13,0,330,6.2,7.2,99,99,99,999,9999,22,999,999,99,99
2010,7,9,14,0,330,6.7,8.2,99,99,99,999,9999,21.9,999,999,99,99
2010,7,9,15,0,330,6.2,6.7,99,99,99,999,9999,21.9,999,999,99,99
2010,7,9,16,0,330,6.2,7.2,99,99,99,999,9999,22.2,999,999,99,99
2010,7,9,17,0,340,4.6,5.1,99,99,99,999,9999,22.6,999,999,99,99
2010,7,9,18,0,350,5.1,5.7,99,99,99,999,9999,23.2,999,999,99,99
2010,7,9,19,0,10,4.6,5.7,99,99,99,999,9999,23.5,999,999,99,99
2010,7,9,20,0,40,4.1,4.6,99,99,99,999,9999,23.7,999,999,99,99
2010,7,9,21,0,50,4.6,5.1,99,99,99,999,9999,24,999,999,99,99
2010,7,9,22,0,50,5.1,5.7,99,99,99,999,9999,24.2,999,999,99,99
2010,7,9,23,0,40,3.6,4.1,99,99,99,999,9999,24.3,999,999,99,99
2010,7,10,0,0,0,0,0,99,99,99,999,9999,25.2,999,999,99,99
2010,7,10,1,0,0,0,0,99,99,99,999,9999,25.1,999,999,99,99
2010,7,10,2,0,0,0,0,99,99,99,999,9999,23.9,999,999,99,99
2010,7,10,3,0,0,0,0,99,99,99,999,9999,23.8,999,999,99,99
2010,7,10,4,0,180,2.1,2.1,99,99,99,999,9999,24.7,999,999,99,99
2010,7,10,5,0,210,2.1,2.1,99,99,99,999,9999,25.7,999,999,99,99
2010,7,10,6,0,160,1.5,2.1,99,99,99,999,9999,23.9,999,999,99,99
2010,7,10,7,0,240,1,2.6,99,99,99,999,9999,25.1,999,999,99,99
2010,7,10,8,0,250,4.6,5.1,99,99,99,999,9999,24.9,999,999,99,99
2010,7,10,9,0,260,3.6,4.1,99,99,99,999,9999,24.2,999,999,99,99
2010,7,10,10,0,250,4.1,4.6,99,99,99,999,9999,24.1,999,999,99,99
2010,7,10,11,0,260,5.1,5.7,99,99,99,999,9999,23.6,999,999,99,99
2010,7,10,12,0,260,5.7,6.2,99,99,99,999,9999,24,999,999,99,99
2010,7,10,13,0,260,5.1,6.7,99,99,99,999,9999,25,999,999,99,99
2010,7,10,14,0,270,5.1,6.2,99,99,99,999,9999,26,999,999,99,99
2010,7,10,15,0,270,4.1,5.1,99,99,99,999,9999,26.6,999,999,99,99
2010,7,10,16,0,280,4.6,5.7,99,99,99,999,9999,27.5,999,999,99,99
2010,7,10,17,0,270,4.1,6.7,99,99,99,999,9999,27.9,999,999,99,99
2010,7,10,18,0,80,3.1,3.6,99,99,99,999,9999,27.3,999,999,99,99
2010,7,10,19,0,120,6.2,7.2,99,99,99,999,9999,26.1,999,999,99,99
2010,7,10,20,0,130,6.7,7.2,99,99,99,999,9999,26.6,999,999,99,99
2010,7,10,21,0,120,5.7,6.2,99,99,99,999,9999,27.3,999,999,99,99
2010,7,10,22,0,130,9.8,11.3,99,99,99,999,9999,25.2,999,999,99,99
2010,7,10,23,0,130,7.7,9.8,99,99,99,999,9999,26.2,999,999,99,99
2010,7,11,0,0,30,7.2,8.8,99,99,99,999,9999,25.4,999,999,99,99
2010,7,11,1,0,130,7.2,10.3,99,99,99,999,9999,22.6,999,999,99,99
2010,7,11,2,0,160,2.6,3.6,99,99,99,999,9999,22.8,999,999,99,99
2010,7,11,3,0,170,6.2,6.7,99,99,99,999,9999,23.3,999,999,99,99
2010,7,11,4,0,100,0.5,1.5,99,99,99,999,9999,23.6,999,999,99,99
2010,7,11,5,0,190,1,2.6,99,99,99,999,9999,22.5,999,999,99,99
2010,7,11,6,0,190,5.1,5.7,99,99,99,999,9999,23.9,999,999,99,99
2010,7,11,7,15,190,5.1,5.7,99,99,99,999,9999,24.1,999,999,99,99
2010,7,11,8,0,190,5.1,5.7,99,99,99,999,9999,24,999,999,99,99
2010,7,11,9,0,190,4.6,5.7,99,99,99,999,9999,23.5,999,999,99,99
2010,7,11,10,0,200,6.2,6.7,99,99,99,999,9999,23,999,999,99,99
2010,7,11,11,0,190,6.2,6.7,99,99,99,999,9999,23.2,999,999,99,99
2010,7,11,12,0,200,4.1,5.1,99,99,99,999,9999,23.3,999,999,99,99
2010,7,11,13,0,200,3.1,3.6,99,99,99,999,9999,24,999,999,99,99
