"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-10","10.07",,,"0.00","0.0","0.0",,"83","67","   40","   60",,"16.1","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-11","8.05",,,"0.00","0.0","0.0",,"87","64","  110",,,"16.1",,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-12","8.05",,,"0.00","0.0","0.0",,"91","66","  110","  110",,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-13","6.26",,,"0.28","0.0","0.0",,"93","70","  180","  180",,"36.0","44.1",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-14","6.49",,,"0.00","0.0","0.0",,"90","70","  100","  280",,"19.9","29.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-15","7.38",,,"0.00","0.0","0.0",,"95","71","   80","   70",,"15.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-16","7.61",,,"0.00","0.0","0.0",,"97","72","  260","  240",,"17.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-17","9.84",,,"0.00","0.0","0.0",,"99","79","  280","  260",,"17.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-18","8.28",,,"0.85","0.0","0.0",,"94","72","  330","  330",,"32.0","42.9",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-19","10.96",,,"0.80","0.0","0.0",,"83","71","  160","   30",,"21.0","28.0",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-20","10.07",,,"0.00","0.0","0.0",,"81","68","   40","   60",,"17.0","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-21","4.92",,,"0.00","0.0","0.0",,"87","65","  310","  210",,"12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-22","6.49",,,"0.00","0.0","0.0",,"89","68","  200","  200",,"14.1","17.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-23","10.51",,,"0.00","0.0","0.0",,"97","81","  240","  260",,"17.9","25.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-24","7.83",,,"0.54","0.0","0.0",,"84","69","  330","  340",,"40.9","57.9","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-25","12.30",,,"0.01","0.0","0.0",,"99","70","  250","  250",,"25.1","34.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-26","9.17",,,"0.71","0.0","0.0",,"89","69","  230","  250",,"42.9","70.0",,,"    1",,,,,,,"    1",,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-27","8.50",,,"0.03","0.0","0.0",,"86","66","   20","   30",,"21.0","33.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-28","7.83",,,"0.00","0.0","0.0",,"82","67","   50","   60",,"14.1","25.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-29","5.59",,,"0.00","0.0","0.0",,"85","63","  120","  100",,"14.1","17.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-30","6.93",,,"0.00","0.0","0.0",,"92","69","  240","  230",,"13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-07-31","6.93",,,"0.16","0.0","0.0",,"85","68","  360","  360",,"25.9","33.1",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-01","3.58",,,"0.00","0.0","0.0",,"90","68","   80","  300",,"8.9","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-02","6.49",,,"0.00","0.0","0.0",,"93","66","   40","   40",,"15.0","23.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-03","6.26",,,"0.00","0.0","0.0",,"95","71","  100","   80",,"16.1","23.0",,,,,,,,,,,"    1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-04","6.04",,,"0.37","0.0","0.0",,"93","71","  280","  290",,"40.9","53.0",,,"    1",,,,,,,"    1",,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-05","9.17",,,"0.00","0.0","0.0",,"84","66","  300","  310",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-06","4.25",,,"0.00","0.0","0.0",,"85","62","  280","  230",,"13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-07","8.28",,,"0.00","0.0","0.0",,"92","62","  250","  290",,"17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-08","8.50",,,"0.00","0.0","0.0",,"84","72","   60","   60",,"14.1","25.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-09","9.62",,,"0.05","0.0","0.0",,"75","63","   20","   60",,"19.9","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-10","14.09",,,"0.18","0.0","0.0",,"76","61","  360","   20",,"25.1","40.9",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-11","8.50",,,"0.00","0.0","0.0",,"78","56","  340","   40",,"17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-12","3.80",,,"0.00","0.0","0.0",,"76","55","  220","  220",,"10.1","15.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-13","3.36",,,"0.40","0.0","0.0",,"69","60","  210","  200",,"14.1","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-14","4.70",,,"0.00","0.0","0.0",,"84","56","   70","   60",,"14.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-15","6.26",,,"0.00","0.0","0.0",,"85","65","  200","  200",,"14.1","17.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-16","10.74",,,"0.39","0.0","0.0",,"76","62","  250","  240",,"23.0","29.1",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-17","7.38",,,"0.00","0.0","0.0",,"76","58","  330","   40",,"14.1","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-18","4.47",,,"0.00","0.0","0.0",,"77","53","   90","   80",,"14.1","25.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-19","3.58",,,"0.00","0.0","0.0",,"79","60","   50","   60",,"14.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-20","6.26",,,"0.08","0.0","0.0",,"74","58","  120","   50",,"17.0","23.0",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-21","4.70",,,"0.00","0.0","0.0",,"79","53","  100","  100",,"12.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-22","5.82",,,"0.00","0.0","0.0",,"85","54","  170","  160",,"15.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-23","8.05",,,"0.03","0.0","0.0",,"92","64","  170","  170",,"16.1","21.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-24","8.72",,,"0.00","0.0","0.0",,"94","64","  170","  170",,"16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-25","7.83",,,"0.00","0.0","0.0",,"93","66","  170","  170",,"19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-26","7.16",,,"0.57","0.0","0.0",,"79","66","  170","  160",,"21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-27","6.04",,,"0.00","0.0","0.0",,"88","66","  320","   60",,"19.9","23.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-28","5.14",,,"0.00","0.0","0.0",,"86","63","   70","   60",,"15.0","30.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-29","5.82",,,"0.00","0.0","0.0",,"84","65","   90","   70",,"13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-30","10.51",,,"0.00","0.0","0.0",,"90","64","  180","  200",,"19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-08-31","10.29",,,"0.00","0.0","0.0",,"92","71","  240","   50",,"17.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-01","11.86",,,"0.00","0.0","0.0",,"75","71","   40","   50",,"19.9","34.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-02","10.74",,,"0.00","0.0","0.0",,"82","73","   40","   40",,"17.0","29.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-03","4.47",,,"0.00","0.0","0.0",,"88","71","   60","   50",,"12.1","19.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-04","8.50",,,"0.64","0.0","0.0",,"90","66","  320","  340",,"36.0","47.0",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-05","7.16",,,"0.16","0.0","0.0",,"86","63","  300","  300",,"19.9","29.1",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-06","6.71",,,"0.00","0.0","0.0",,"86","68","  310","  260",,"15.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-07","9.62",,,"0.06","0.0","0.0",,"78","59","  350","  360",,"25.9","32.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-08","11.63",,,"0.28","0.0","0.0",,"73","54","  290","  290",,"17.9","25.1","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-09","9.40",,,"0.00","0.0","0.0",,"72","55","  340","   50",,"21.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-10","6.49",,,"0.00","0.0","0.0",,"75","52","  180","  160",,"14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-11","11.41",,,"0.00","0.0","0.0",,"83","52","  200","  200",,"23.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-12","10.29",,,"0.00","0.0","0.0",,"86","63","  200","  190",,"19.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-13","10.07",,,"0.19","0.0","0.0",,"71","54","  360","   50",,"17.0","31.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-14","7.61",,,"0.00","0.0","0.0",,"76","51","  310","  260",,"15.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-15","4.03",,,"0.00","0.0","0.0",,"79","50","  140","  130",,"12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-16","4.92",,,"0.00","0.0","0.0",,"77","49","  190","  210",,"16.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-17","8.95",,,"0.26","0.0","0.0",,"78","55","  320","   10",,"23.9","28.0",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-18","12.30",,,"0.00","0.0","0.0",,"63","47","  340","  340",,"21.9","25.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-19","16.11",,,"0.00","0.0","0.0",,"73","41","  200","  200",,"30.0","38.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-20","8.95",,,"0.00","0.0","0.0",,"72","51","  290","  310",,"21.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-21","6.71",,,"0.15","0.0","0.0",,"60","48","  280","   30",,"15.0","23.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-22","10.96",,,"0.02","0.0","0.0",,"59","44","  300","  310",,"25.9","33.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-23","6.71",,,"0.00","0.0","0.0",,"61","40","  320","  320",,"16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-24","11.41",,,"0.00","0.0","0.0",,"70","37","  210","  210",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-25","9.17",,,"0.00","0.0","0.0",,"77","49","  200","  190",,"17.0","21.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-26","9.84",,,"0.00","0.0","0.0",,"68","53","   20","   50",,"17.9","31.1","    1",,,,,,,,,,"    1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-27","8.95",,,"0.00","0.0","0.0",,"65","46","   30","   50",,"17.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-28","8.95",,,"0.00","0.0","0.0",,"67","50","   20","   50",,"19.9","29.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-29","5.82",,,"0.00","0.0","0.0",,"79","48","   70","   70",,"16.1","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-09-30","8.05",,,"0.00","0.0","0.0",,"66","50","   60","   60",,"16.1","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-01","4.70",,,"0.00","0.0","0.0",,"66","47","   60","   50",,"13.0","16.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-02","9.84",,,"0.00","0.0","0.0",,"69","53","   50","   50",,"17.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-03","4.70",,,"0.26","0.0","0.0",,"63","59","  220","   70",,"10.1","13.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-04","11.63",,,"0.12","0.0","0.0",,"77","48","  220","  220",,"23.0","30.0","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-05","8.95",,,"0.00","0.0","0.0",,"50","39","  280","  280",,"21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-06","9.84",,,"0.00","0.0","0.0",,"50","34","  310",,,"17.9",,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-07","7.61",,,"0.00","0.0","0.0",,"51","36","  310","  290",,"16.1","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-08","13.87",,,"0.00","0.0","0.0",,"60","32","  210","  210",,"23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-09","16.78",,,"0.17","0.0","0.0",,"65","42","  220","  200",,"27.1","36.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-10","12.75",,,"0.00","0.0","0.0",,"51","35","  300","  280",,"21.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-11","14.99",,,"0.02","0.0","0.0",,"67","35","  230","  230",,"25.9","32.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-12","10.51",,,"0.00","0.0","0.0",,"53","37","  360","   60",,"17.0","19.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-13","12.53",,,"0.21","0.0","0.0",,"67","44","  210","  200",,"19.9","28.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-14","15.66",,,"0.77","0.0","0.0",,"71","48","  320","  210",,"32.0","45.0",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-15","8.95",,,"0.00","0.0","0.0",,"60","41","  330","  330",,"17.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-16","14.32",,,"0.00","0.0","0.0",,"70","40","  180","  170",,"30.0","34.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-17","17.67",,,"0.51","0.0","0.0",,"68","54","  160","  150",,"29.1","36.0",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-18","14.99",,,"0.07","0.0","0.0",,"54","45","  200","  200",,"25.1","34.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-19","6.93",,,"0.02","0.0","0.0",,"52","43","  170","  170",,"14.1","17.0",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-20","7.16",,,"0.00","0.0","0.0",,"59","39","  260","  290",,"14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-21","6.49",,,"0.00","0.0","0.0",,"68","37","  160","  150",,"13.0","17.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-22","6.49",,,"0.81","0.0","0.0",,"65","49","  110","  120",,"21.0","23.9",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-23","6.93",,,"0.06","0.0","0.0",,"70","57","  190","  190",,"14.1","17.9",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-24","11.18",,,"0.00","0.0","0.0",,"78","58","  200","  200",,"21.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-25","17.67",,,"0.13","0.0","0.0",,"75","45","  320","  210",,"23.9","38.9","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-26","9.62",,,"0.00","0.0","0.0",,"51","37","  320","  320",,"23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-27","10.51",,,"0.00","0.0","0.0",,"48","34","  340","   40",,"17.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-28","13.65",,,"0.00","0.0","0.0",,"49","38","   20","   50",,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-29","14.99",,,"0.00","0.0","0.0",,"51","36","   10","   30",,"23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-30","18.57",,,"0.00","0.0","0.0",,"48","39","  350","  360",,"29.1","45.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-10-31","13.87",,,"0.00","0.0","0.0",,"50","34","  340","  320",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-01","9.17",,,"0.00","0.0","0.0",,"54","34","  360","  360",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-02","8.05",,,"0.00","0.0","0.0",,"48","34","  360","   30",,"16.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-03","6.93",,,"0.00","0.0","0.0",,"45","36","   20","   60",,"14.1","25.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-04","6.04",,,"0.00","0.0","0.0",,"48","32","   50","   50",,"13.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-05","5.59",,,"0.00","0.0","0.0",,"44","32","  100","   60",,"13.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-06","6.71",,,"0.13","0.0","0.0",,"42","29","  170","  180",,"13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-07","3.80",,,"0.03","0.0","0.0",,"47","40","   60","   60",,"8.1","17.0",,,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-08","6.71",,,"0.00","0.0","0.0",,"45","35","  200","  220",,"15.0","19.9",,,,,,,,"    1",,,"    1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-09","5.14",,,"0.00","0.0","0.0",,"56","33","  150","  150",,"8.9","12.1",,,,,,,,"    1",,,"    1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-10","11.86",,,"0.22","0.0","0.0",,"66","50","  190","  200",,"28.0","36.0",,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-11","19.91",,,"0.29","0.0","0.0",,"70","40","  190","  180",,"40.0","57.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-12","19.24",,,"0.00","0.0","0.0",,"40","29","  270","  260",,"23.9","32.0",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-13","7.61",,,"0.00","0.0","0.0",,"41","24","  300","  300",,"17.0","17.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-14","9.62",,,"0.00","0.0","0.0",,"45","29","  180","  180",,"13.0","13.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2012-11-15","5.37",,,"0.00","0.0","0.0",,"48","30","  200","  200",,"8.9","10.1",,,,,,,,"    1",,,,,,,,,,,
